,order_date,sales_qty,sales_amount,currency,user_id,r_id
53547,2019-04-03,33,32218,"INR",22034,473899.0
53548,2019-04-04,1,231,"INR",3081,335780.0
53549,2019-04-04,2,2255,"INR",92773,460590.0
53550,2019-04-04,84,93685,"INR",96652,530379.0
53551,2019-04-05,19,29329,"INR",22116,456094.0
53552,2019-04-05,1,1310,"INR",97209,542495.0
53553,2019-04-05,9,11046,"INR",82029,459000.0
53554,2019-04-05,1,324,"INR",19893,459002.0
53555,2019-04-08,5,5579,"INR",66367,437451.0
53556,2019-04-08,1,389,"INR",46000,436005.0
53557,2019-04-09,2,2296,"INR",10302,547927.0
53558,2019-04-09,22,22792,"INR",24394,311221.0
53559,2019-04-09,1,199,"INR",54790,473547.0
53560,2019-04-10,1,394,"INR",59808,469296.0
53561,2019-04-11,1,565,"INR",49775,561180.0
53562,2019-04-11,1,394,"INR",81398,477901.0
53563,2019-04-12,3,4005,"INR",60933,541276.0
53564,2019-04-12,1,347,"INR",95699,562272.0
53565,2019-04-12,1,282,"INR",53698,473544.0
53566,2019-04-15,1,389,"INR",32636,473543.0
53567,2019-04-15,1,282,"INR",26574,352976.0
53568,2019-04-16,20,30056,"INR",64206,370167.0
53569,2019-04-16,2,1977,"INR",27361,547913.0
53570,2019-04-17,17,21241,"INR",87601,463955.0
53571,2019-04-17,1,282,"INR",70268,408704.0
53572,2019-04-17,1,1185,"INR",49206,300536.0
53573,2019-04-18,1,245,"INR",96251,255243.0
53574,2019-04-18,1,1458,"INR",92291,222233.0
53575,2019-04-18,1,282,"INR",7927,448122.0
53576,2019-04-19,2,2954,"INR",54543,578862.0
53577,2019-04-19,3,4370,"INR",60297,252093.0
53578,2019-04-19,12,13843,"INR",77532,314812.0
53579,2019-04-22,12,11468,"INR",85752,473516.0
53580,2019-04-23,2,2954,"INR",5904,535929.0
53581,2019-04-23,17,21014,"INR",89697,199725.0
53582,2019-04-23,1,565,"INR",914,473514.0
53583,2019-04-23,1,1384,"INR",14864,553234.0
53584,2019-04-24,1,491,"INR",69772,87538.0
53585,2019-04-24,8,10963,"INR",68049,388926.0
53586,2019-04-24,1,0,"INR",34357,473513.0
53587,2019-04-24,2,1778,"INR",63372,323401.0
53588,2019-04-25,2,2801,"INR",13688,138021.0
53589,2019-04-25,1,1208,"INR",49777,388925.0
53590,2019-04-25,1,491,"INR",52928,562288.0
53591,2019-04-26,6,9778,"INR",97700,82191.0
53592,2019-04-26,1,491,"INR",24764,540277.0
53593,2019-04-26,1,1361,"INR",55869,462512.0
53594,2019-04-26,1,282,"INR",19193,576333.0
53595,2019-04-26,38,40000,"INR",54845,472438.0
53596,2019-04-29,5,5574,"INR",49821,360245.0
53597,2019-04-29,1,727,"INR",72125,258759.0
53598,2019-04-29,15,17106,"INR",93422,451998.0
53599,2019-04-29,13,21144,"INR",64078,25651.0
53600,2019-04-29,1,1023,"INR",79163,429968.0
53601,2019-04-29,21,34213,"INR",50208,473520.0
53602,2019-04-30,6,7644,"INR",59786,139248.0
53603,2019-04-30,3,3176,"INR",47742,82197.0
53604,2019-04-30,1,1185,"INR",682,82192.0
53605,2019-05-02,7,9097,"INR",82233,82193.0
53606,2019-05-03,1,1023,"INR",22321,437342.0
53607,2019-05-03,1,1185,"INR",82303,82194.0
53608,2019-05-06,6,8782,"INR",60949,435047.0
53609,2019-05-06,1,847,"INR",29044,511626.0
53610,2019-05-06,1,0,"INR",35277,82195.0
53611,2019-05-07,3,3319,"INR",35378,473521.0
53612,2019-05-07,1,1593,"INR",42202,484759.0
53613,2019-05-07,1,282,"INR",14778,325814.0
53614,2019-05-07,1,1185,"INR",27552,61960.0
53615,2019-05-08,1,199,"INR",44189,293451.0
53616,2019-05-09,2,1968,"INR",27483,570199.0
53617,2019-05-09,5,6551,"INR",63974,28451.0
53618,2019-05-09,1,282,"INR",8950,469485.0
53619,2019-05-10,1,565,"INR",7379,256388.0
53620,2019-05-13,1,282,"INR",69943,49396.0
53621,2019-05-14,1,366,"INR",44699,213412.0
53622,2019-05-14,1,792,"INR",15550,562580.0
53623,2019-05-15,8,9514,"INR",98004,494558.0
53624,2019-05-15,1,1185,"INR",35926,152195.0
53625,2019-05-16,1,329,"INR",1645,564764.0
53626,2019-05-16,1,282,"INR",82178,562224.0
53627,2019-05-20,10,11157,"INR",99591,236652.0
53628,2019-05-20,4,5644,"INR",64730,445385.0
53629,2019-05-21,2,1583,"INR",36152,528429.0
53630,2019-05-22,17,17000,"INR",88531,257375.0
53631,2019-05-23,1,491,"INR",67848,258584.0
53632,2019-05-24,2,2009,"INR",9567,398649.0
53633,2019-05-28,1,366,"INR",87557,539682.0
53634,2019-05-28,1,792,"INR",78518,445379.0
53635,2019-05-29,1,986,"INR",17274,447558.0
53636,2019-05-29,5,6190,"INR",38639,312501.0
53637,2019-05-29,13,15130,"INR",88424,547171.0
53638,2019-05-29,10,9491,"INR",85611,503594.0
53639,2019-05-31,8,8944,"INR",48347,111990.0
53640,2019-05-31,1,282,"INR",88507,549592.0
53641,2019-06-03,1,847,"INR",76081,307047.0
53642,2019-06-03,8,7255,"INR",67142,387727.0
53643,2019-06-04,4,5347,"INR",10048,245116.0
53644,2019-06-04,3,3065,"INR",54608,562359.0
53645,2019-06-04,8,7255,"INR",12755,516456.0
53646,2019-06-04,2,1583,"INR",13313,429923.0
53647,2019-06-05,1,1310,"INR",99756,172929.0
53648,2019-06-05,1,593,"INR",56234,528518.0
53649,2019-06-06,3,4889,"INR",12846,524046.0
53650,2019-06-06,15,17111,"INR",35654,524045.0
53651,2019-06-06,6,7731,"INR",20119,528762.0
53652,2019-06-06,1,282,"INR",24810,524047.0
53653,2019-06-07,11,12495,"INR",25810,524049.0
53654,2019-06-10,1,282,"INR",1606,244275.0
53655,2019-06-11,22,25819,"INR",1373,413588.0
53656,2019-06-11,6,5537,"INR",85316,238977.0
53657,2019-06-12,2,2176,"INR",86864,504351.0
53658,2019-06-14,9,13750,"INR",63750,524041.0
53659,2019-06-14,16,18435,"INR",18487,157641.0
53660,2019-06-14,1,324,"INR",86365,158977.0
53661,2019-06-17,1,347,"INR",67567,425455.0
53662,2019-06-17,3,4463,"INR",70544,461863.0
53663,2019-06-18,3,3361,"INR",80446,112818.0
53664,2019-06-19,23,30944,"INR",79498,504339.0
53665,2019-06-19,1,1449,"INR",75462,483996.0
53666,2019-06-19,2,1583,"INR",56762,504347.0
53667,2019-06-20,5,6231,"INR",15035,550674.0
53668,2019-06-20,7,10014,"INR",78413,30870.0
53669,2019-06-20,6,8296,"INR",39589,469235.0
53670,2019-06-20,1,588,"INR",18327,572294.0
53671,2019-06-21,1,736,"INR",12137,467178.0
53672,2019-06-21,10,12042,"INR",5011,504348.0
53673,2019-06-24,1,657,"INR",90799,524058.0
53674,2019-06-24,9,12009,"INR",34507,550315.0
53675,2019-06-24,4,4574,"INR",34582,575439.0
53676,2019-06-24,1,644,"INR",38966,524051.0
53677,2019-06-25,20,27569,"INR",72022,524050.0
53678,2019-06-25,1,310,"INR",64830,524052.0
53679,2019-06-25,3,3361,"INR",11275,389804.0
53680,2019-06-26,2,1977,"INR",59936,470212.0
53681,2019-06-27,1,1458,"INR",98694,437729.0
53682,2019-06-28,3,3144,"INR",87484,340174.0
53683,2019-07-01,1,727,"INR",54356,437726.0
53684,2019-07-01,1,347,"INR",17553,301922.0
53685,2019-07-01,1,282,"INR",92995,514296.0
53686,2019-07-01,1,792,"INR",45744,448863.0
53687,2019-07-02,1,917,"INR",67810,113616.0
53688,2019-07-02,4,3755,"INR",46986,424527.0
53689,2019-07-03,2,1583,"INR",38855,570283.0
53690,2019-07-04,1,1046,"INR",53842,551232.0
53691,2019-07-05,3,4370,"INR",49999,504012.0
53692,2019-07-05,1,620,"INR",31246,495609.0
53693,2019-07-09,5,5468,"INR",97254,399890.0
53694,2019-07-09,4,3954,"INR",4827,478149.0
53695,2019-07-10,8,7708,"INR",12648,306144.0
53696,2019-07-12,3,4889,"INR",65806,515016.0
53697,2019-07-12,2,2579,"INR",37815,519856.0
53698,2019-07-16,5,4546,"INR",3733,482888.0
53699,2019-07-17,3,2569,"INR",5565,482768.0
53700,2019-07-18,4,3625,"INR",84738,131571.0
53701,2019-07-19,3,4370,"INR",46981,414738.0
53702,2019-07-19,1,523,"INR",27083,517435.0
53703,2019-07-23,1,690,"INR",12811,352445.0
53704,2019-07-23,3,2569,"INR",86442,521714.0
53705,2019-07-24,3,4889,"INR",96321,469215.0
53706,2019-07-24,1,1653,"INR",42289,526058.0
53707,2019-07-24,3,3361,"INR",10229,352450.0
53708,2019-07-26,3,3444,"INR",6236,526054.0
53709,2019-07-30,4,4426,"INR",22150,479009.0
53710,2019-07-30,1,690,"INR",45363,374006.0
53711,2019-07-31,3,4889,"INR",84649,478013.0
53712,2019-07-31,1,736,"INR",85683,559065.0
53713,2019-08-01,1,986,"INR",78644,456105.0
53714,2019-08-02,2,2458,"INR",95164,111535.0
53715,2019-08-02,3,4148,"INR",2388,542626.0
53716,2019-08-07,3,4889,"INR",23370,97970.0
53717,2019-08-08,1,491,"INR",52577,572355.0
53718,2019-08-09,1,227,"INR",60634,92042.0
53719,2019-08-28,1,245,"INR",35811,508875.0
53720,2019-10-31,3,4370,"INR",34028,251831.0
53721,2019-11-12,3,4370,"INR",4709,309634.0
53722,2019-11-26,1,134,"INR",68546,155303.0
53723,2020-01-08,1,245,"INR",11594,47027.0
53724,2020-01-10,1,204,"INR",93139,484807.0
53725,2020-01-13,1,0,"INR",72129,316176.0
53726,2020-01-23,1,245,"INR",2649,444276.0
53727,2020-02-17,1,245,"INR",28298,573454.0
53728,2020-03-02,3,2824,"INR",22945,521814.0
53729,2020-03-17,2,1806,"INR",94235,574662.0
53730,2020-03-17,53,55116,"INR",84050,389968.0
53731,2020-03-18,15,15222,"INR",51994,504149.0
53732,2020-03-23,1,264,"INR",98535,385366.0
53733,2020-04-01,29,28861,"INR",61833,503057.0
53734,2020-04-07,5,4745,"INR",73768,307468.0
53735,2020-04-14,1,1532,"INR",79324,238405.0
53736,2020-04-15,2,3060,"INR",15998,551207.0
53737,2020-04-17,6,9185,"INR",99637,508981.0
53738,2020-04-22,1,528,"INR",8362,459992.0
53739,2020-04-22,8,8106,"INR",67351,558470.0
53740,2020-04-23,1,917,"INR",27879,479681.0
53741,2020-04-23,1,1204,"INR",56621,561885.0
53742,2020-04-24,3,3000,"INR",45967,297658.0
53743,2020-04-28,6,5537,"INR",49348,549517.0
53744,2020-04-29,9,8500,"INR",23638,331536.0
53745,2020-05-06,1,398,"INR",4519,571441.0
53746,2020-05-08,7,7315,"INR",95624,549886.0
53747,2020-05-13,1,199,"INR",41691,272233.0
53748,2020-05-19,1,199,"INR",77516,11628.0
53749,2020-05-20,1,199,"INR",46920,445306.0
53750,2020-05-20,1,394,"INR",29185,12717.0
53751,2020-05-26,1,884,"INR",28230,328010.0
53752,2020-05-28,1,199,"INR",24289,568046.0
53753,2020-05-28,17,28546,"INR",41752,327046.0
53754,2020-06-02,1,199,"INR",96141,494956.0
53755,2020-06-03,1,792,"INR",78651,476169.0
53756,2020-06-04,1,792,"INR",92985,18268.0
53757,2020-06-05,2,2898,"INR",33877,562741.0
53758,2020-06-05,20,20644,"INR",40160,560444.0
53759,2020-06-09,1,593,"INR",899,560445.0
53760,2020-06-10,1,0,"INR",26014,572306.0
53761,2020-06-10,1,394,"INR",37431,512344.0
53762,2020-06-16,1,199,"INR",57724,259159.0
53763,2019-11-19,385,482745,"INR",83152,444690.0
53764,2019-11-21,1,0,"INR",16620,378731.0
53765,2019-11-27,35,43884,"INR",87234,560449.0
53766,2019-12-10,70,87773,"INR",39637,572782.0
53767,2019-12-17,70,87773,"INR",91039,444689.0
53768,2019-12-30,1,0,"INR",79326,466023.0
53769,2020-01-16,35,43889,"INR",96709,574602.0
53770,2020-01-20,1,0,"INR",98252,548547.0
53771,2020-01-22,35,43889,"INR",4750,104701.0
53772,2020-01-27,1,0,"INR",46449,158681.0
53773,2020-02-04,1,153,"INR",10530,11631.0
53774,2020-02-05,2,1384,"INR",92988,158682.0
53775,2020-02-07,1,306,"INR",58550,561780.0
53776,2020-02-10,35,43889,"INR",77170,580165.0
53777,2020-02-11,1,153,"INR",16795,328007.0
53778,2020-02-12,35,43889,"INR",66338,353109.0
53779,2020-02-12,1,213,"INR",9615,560451.0
53780,2020-02-17,1,102,"INR",41593,349048.0
53781,2020-02-18,35,43889,"INR",92848,560452.0
53782,2020-02-18,1,153,"INR",77677,158346.0
53783,2020-02-19,1,532,"INR",12248,538965.0
53784,2020-02-19,1,153,"INR",33501,287516.0
53785,2020-02-21,1,306,"INR",81992,534368.0
53786,2020-02-25,35,43889,"INR",77487,480659.0
53787,2020-02-25,1,153,"INR",39113,330787.0
53788,2020-02-26,1,213,"INR",64032,572310.0
53789,2020-02-28,1,0,"INR",65911,522261.0
53790,2020-02-28,1,153,"INR",56642,469500.0
53791,2020-03-03,1,153,"INR",66367,503303.0
53792,2020-03-04,1,0,"INR",21908,444119.0
53793,2020-03-04,1,106,"INR",91313,574612.0
53794,2020-03-06,1,306,"INR",62875,503300.0
53795,2020-03-09,70,87773,"INR",32807,249566.0
53796,2020-03-10,1,0,"INR",14464,494816.0
53797,2020-03-10,1,153,"INR",8843,100673.0
53798,2020-03-11,1,213,"INR",46864,397494.0
53799,2020-03-17,1,153,"INR",94123,491789.0
53800,2020-03-19,35,43889,"INR",75663,363389.0
53801,2020-03-20,35,43889,"INR",77831,380959.0
53802,2020-03-26,4,3565,"INR",91775,365580.0
53803,2020-03-27,13,10694,"INR",21566,516602.0
53804,2020-03-30,3,2139,"INR",60469,409786.0
53805,2020-04-02,2,1130,"INR",21527,374038.0
53806,2020-04-06,1,153,"INR",82793,342880.0
53807,2020-04-08,1,153,"INR",80848,239667.0
53808,2020-04-13,1,153,"INR",43231,397014.0
53809,2020-04-14,1,153,"INR",63276,535346.0
53810,2020-04-16,35,43889,"INR",37079,354565.0
53811,2020-04-24,35,43889,"INR",24721,522029.0
53812,2020-04-28,17,10000,"INR",549,331980.0
53813,2020-05-04,117,131083,"INR",6238,378756.0
53814,2020-05-05,35,43889,"INR",97836,475070.0
53815,2020-05-06,1,319,"INR",28632,558441.0
53816,2020-05-13,1,106,"INR",75588,378757.0
53817,2020-05-14,12,7000,"INR",14586,558443.0
53818,2020-05-15,35,43889,"INR",32413,445798.0
53819,2020-05-19,7,4301,"INR",33992,448944.0
53820,2020-05-20,1,106,"INR",13123,389402.0
53821,2020-05-21,1,426,"INR",83667,522276.0
53822,2020-05-22,3,2708,"INR",98356,522277.0
53823,2020-05-25,35,43889,"INR",41602,321717.0
53824,2020-05-26,1,144,"INR",96507,404090.0
53825,2020-05-27,1,106,"INR",12245,460938.0
53826,2020-05-29,1,431,"INR",24978,366667.0
53827,2020-06-02,7,3995,"INR",74146,158344.0
53828,2020-06-03,1,213,"INR",65995,380953.0
53829,2020-06-03,1,102,"INR",89183,42686.0
53830,2020-06-04,1,144,"INR",87632,573827.0
53831,2020-06-09,1,153,"INR",16532,573826.0
53832,2020-06-09,1,144,"INR",8373,573825.0
53833,2020-06-10,1,412,"INR",10312,572614.0
53834,2020-06-11,1,574,"INR",61697,468869.0
53835,2020-06-12,1,454,"INR",66395,316462.0
53836,2020-06-12,1,287,"INR",3864,207741.0
53837,2020-06-15,1,144,"INR",89645,503324.0
53838,2020-06-15,5,2870,"INR",47897,398163.0
53839,2020-06-16,1,102,"INR",94304,380622.0
53840,2020-06-17,35,43889,"INR",75127,475157.0
53841,2020-02-06,1,0,"INR",46021,514328.0
53842,2020-02-07,1,0,"INR",48900,522081.0
53843,2020-02-11,6,9,"INR",77256,158652.0
53844,2020-02-12,1,0,"INR",25963,492731.0
53845,2020-02-13,1,0,"INR",17345,522083.0
53846,2020-02-14,1,0,"INR",43259,432664.0
53847,2020-02-18,3,5,"INR",26627,217797.0
53848,2020-02-19,1,0,"INR",49702,93981.0
53849,2020-02-21,2,0,"INR",82962,571537.0
53850,2020-02-25,4,5,"INR",26900,339573.0
53851,2020-02-26,1,0,"INR",88489,503309.0
53852,2020-02-27,1,0,"INR",38473,351079.0
53853,2020-02-28,3,5,"INR",85548,250260.0
53854,2020-03-02,1,0,"INR",5925,503305.0
53855,2020-03-03,4,5,"INR",20856,443563.0
53856,2020-03-04,1,0,"INR",34710,503313.0
53857,2020-03-06,4,5,"INR",25395,441264.0
53858,2020-03-10,4,5,"INR",55028,489682.0
53859,2020-03-13,4,5,"INR",24251,503312.0
53860,2020-03-17,13,6481,"INR",11236,527420.0
53861,2020-03-17,4,5,"INR",18659,351081.0
53862,2020-03-18,1,0,"INR",38199,463198.0
53863,2020-03-30,10,4861,"INR",29064,525369.0
53864,2020-04-17,26,12560,"INR",33558,503311.0
53865,2020-04-21,1,0,"INR",55364,454209.0
53866,2020-04-27,1,1023,"INR",46519,503310.0
53867,2020-04-28,30,14583,"INR",5325,137961.0
53868,2020-04-28,6,4088,"INR",10131,131185.0
53869,2020-04-29,2,1704,"INR",88674,419352.0
53870,2020-05-14,30,14583,"INR",34279,522093.0
53871,2020-05-20,1,125,"INR",65816,522094.0
53872,2020-05-21,1,0,"INR",59190,517948.0
53873,2020-05-22,1,250,"INR",14429,263780.0
53874,2020-05-25,1,1046,"INR",89589,39495.0
53875,2020-05-26,3,2181,"INR",81119,535376.0
53876,2020-05-27,40,19444,"INR",21850,493809.0
53877,2020-05-27,1,125,"INR",54082,331836.0
53878,2020-05-28,1,301,"INR",30964,214296.0
53879,2020-06-01,2,1208,"INR",78788,29328.0
53880,2020-06-02,3,1949,"INR",8178,314021.0
53881,2020-06-02,1,0,"INR",95288,535372.0
53882,2020-06-03,1,139,"INR",90201,546030.0
53883,2020-06-09,27,22750,"INR",73640,10954.0
53884,2020-06-10,1,694,"INR",46206,522066.0
53885,2020-06-11,40,18949,"INR",16340,356540.0
53886,2020-06-16,1,417,"INR",77856,501287.0
53887,2020-06-17,20,11333,"INR",27202,419360.0
53888,2018-03-08,7,0,"INR",83194,327467.0
53889,2018-03-14,38,65477,"INR",72566,477796.0
53890,2018-03-15,140,239134,"INR",18260,498019.0
53891,2018-03-16,33,52028,"INR",64653,454358.0
53892,2018-03-19,41,70315,"INR",98079,522060.0
53893,2018-03-20,35,59787,"INR",90094,418035.0
53894,2018-03-21,26,43556,"INR",58740,158655.0
53895,2018-03-22,56,94796,"INR",19234,51903.0
53896,2018-03-23,11,17935,"INR",92891,158656.0
53897,2018-03-26,4,6264,"INR",46740,538533.0
53898,2018-03-28,6,10250,"INR",54462,540954.0
53899,2018-03-28,1,384,"INR",88545,392960.0
53900,2018-04-13,1,773,"INR",30875,305319.0
53901,2018-04-18,1,0,"INR",89086,349230.0
53902,2018-04-20,3,3282,"INR",97476,534179.0
53903,2018-04-23,15,23648,"INR",43682,526553.0
53904,2018-04-25,3,5255,"INR",17006,146448.0
53905,2018-04-27,1,0,"INR",82451,253988.0
53906,2018-04-27,1,583,"INR",12896,10963.0
53907,2018-04-30,7,10509,"INR",16060,158660.0
53908,2018-05-04,1,968,"INR",35090,287332.0
53909,2018-05-07,1,0,"INR",6237,405134.0
53910,2018-05-09,3,5255,"INR",42971,399047.0
53911,2018-05-11,5,6167,"INR",69487,221607.0
53912,2018-05-14,3,5255,"INR",1877,323196.0
53913,2018-05-17,1,194,"INR",43000,105992.0
53914,2018-05-18,1,769,"INR",46703,410963.0
53915,2018-05-25,1,389,"INR",33634,355345.0
53916,2018-05-30,1,0,"INR",96887,317998.0
53917,2018-06-01,1,968,"INR",39432,524858.0
53918,2018-06-05,1,0,"INR",63729,578123.0
53919,2018-06-08,1,384,"INR",26283,403195.0
53920,2018-06-14,23,26454,"INR",30983,443644.0
53921,2018-06-15,1,1157,"INR",20660,443645.0
53922,2018-06-22,1,773,"INR",72171,445944.0
53923,2018-06-29,1,0,"INR",71693,352086.0
53924,2018-06-29,1,773,"INR",24414,389478.0
53925,2018-07-06,1,389,"INR",8213,525951.0
53926,2018-07-13,1,583,"INR",87954,20051.0
53927,2018-07-18,1,194,"INR",20362,420406.0
53928,2018-07-20,1,963,"INR",4085,541082.0
53929,2018-07-23,1,0,"INR",15648,279827.0
53930,2018-07-27,1,1162,"INR",21966,543384.0
53931,2018-07-30,2,2694,"INR",13551,570409.0
53932,2018-08-01,1,194,"INR",12112,544579.0
53933,2018-08-03,1,0,"INR",30593,544698.0
53934,2018-08-03,1,389,"INR",21931,360949.0
53935,2018-09-24,26,40204,"INR",71124,350904.0
53936,2018-09-26,1,389,"INR",42037,485037.0
53937,2018-09-27,3,4731,"INR",30896,522568.0
53938,2018-10-01,2,2366,"INR",23275,404030.0
53939,2018-10-05,1,389,"INR",15272,90709.0
53940,2018-10-10,1,579,"INR",98784,254414.0
53941,2018-10-18,1,0,"INR",32796,485162.0
53942,2018-11-02,1,194,"INR",22532,370618.0
53943,2018-11-05,1,579,"INR",14542,34212.0
53944,2018-11-07,1,194,"INR",92247,204286.0
53945,2018-11-08,1,579,"INR",76014,522574.0
53946,2018-11-09,1,194,"INR",70881,445938.0
53947,2018-12-28,1,194,"INR",25982,325010.0
53948,2018-12-31,1,769,"INR",19350,13893.0
53949,2019-01-02,1,194,"INR",58913,445939.0
53950,2019-01-04,1,579,"INR",36497,13894.0
53951,2019-01-11,1,778,"INR",81581,196444.0
53952,2019-01-14,1,384,"INR",10513,544582.0
53953,2019-01-16,1,583,"INR",48632,544583.0
53954,2019-03-15,1,0,"INR",17671,454884.0
53955,2019-12-17,1,0,"INR",60121,43399.0
53956,2019-12-23,1,0,"INR",64132,410865.0
53957,2018-08-10,1,0,"INR",79134,542269.0
53958,2018-08-10,1,389,"INR",48876,570411.0
53959,2018-08-14,1,0,"INR",58970,379456.0
53960,2018-08-17,1,583,"INR",820,464443.0
53961,2018-08-20,1,0,"INR",61142,445971.0
53962,2018-08-24,1,389,"INR",16594,553043.0
53963,2018-08-27,1,0,"INR",49214,337347.0
53964,2018-08-28,1,384,"INR",73358,445965.0
53965,2018-08-29,1,389,"INR",58901,445967.0
53966,2018-08-31,1,0,"INR",11564,445966.0
53967,2018-08-31,1,194,"INR",30516,420666.0
53968,2018-09-12,1,194,"INR",54708,544575.0
53969,2018-09-12,48,16866,"INR",32493,409829.0
53970,2018-09-14,1,579,"INR",92961,543245.0
53971,2018-09-20,48,16866,"INR",21039,79716.0
53972,2018-09-21,1,579,"INR",56362,11447.0
53973,2018-09-24,47,73310,"INR",33113,544691.0
53974,2018-09-25,47,73310,"INR",66120,11446.0
53975,2018-09-26,26,40204,"INR",8278,408853.0
53976,2018-09-26,48,16866,"INR",5611,453584.0
53977,2018-09-27,32,49662,"INR",36942,393850.0
53978,2018-10-03,48,16866,"INR",17742,544679.0
53979,2018-10-09,1,1157,"INR",45999,330934.0
53980,2018-10-11,48,16866,"INR",25422,390462.0
53981,2018-10-15,96,33731,"INR",39086,541048.0
53982,2018-10-18,48,16866,"INR",90260,390463.0
53983,2018-10-19,1,583,"INR",62015,390464.0
53984,2018-10-22,1,384,"INR",40691,485135.0
53985,2018-10-24,1,194,"INR",41121,445960.0
53986,2018-10-26,1,389,"INR",31077,338899.0
53987,2018-11-16,1,0,"INR",67564,445951.0
53988,2018-11-16,1,968,"INR",15451,445954.0
53989,2018-11-19,1,769,"INR",41657,568591.0
53990,2018-11-20,1,194,"INR",61582,353086.0
53991,2018-11-21,1,389,"INR",42476,445956.0
53992,2018-11-23,1,963,"INR",25198,445955.0
53993,2018-11-30,1,194,"INR",41936,522310.0
53994,2018-12-03,1,384,"INR",80791,445957.0
53995,2018-12-05,1,194,"INR",69633,445959.0
53996,2018-12-14,1,778,"INR",53045,14602.0
53997,2018-12-17,1,384,"INR",75528,328969.0
53998,2018-12-19,1,194,"INR",50429,181148.0
53999,2018-12-21,1,194,"INR",13498,328967.0
54000,2019-01-14,1,194,"INR",36871,355027.0
54001,2019-01-18,1,583,"INR",78877,522236.0
54002,2019-01-25,1,389,"INR",38437,489964.0
54003,2019-01-28,1,384,"INR",85942,288505.0
54004,2019-01-30,1,579,"INR",46836,298787.0
54005,2019-02-01,1,389,"INR",10330,404086.0
54006,2019-02-04,1,0,"INR",21059,465874.0
54007,2019-02-08,3,3657,"INR",5384,426277.0
54008,2019-02-11,1,384,"INR",59141,522240.0
54009,2019-02-12,1,194,"INR",71940,380342.0
54010,2019-02-13,1,389,"INR",76260,314439.0
54011,2019-02-15,1,389,"INR",22735,545488.0
54012,2019-02-19,1,194,"INR",13657,450377.0
54013,2019-02-22,1,778,"INR",61107,366399.0
54014,2019-02-25,1,384,"INR",13137,11421.0
54015,2019-02-26,1,194,"INR",96385,474222.0
54016,2019-02-27,1,389,"INR",69687,544036.0
54017,2019-03-01,1,194,"INR",16441,490955.0
54018,2019-03-08,1,583,"INR",21226,382889.0
54019,2019-03-11,2,2306,"INR",26230,158359.0
54020,2019-03-14,1,190,"INR",35109,513754.0
54021,2019-03-14,12,12407,"INR",19343,448296.0
54022,2019-03-15,1,380,"INR",45065,497220.0
54023,2019-03-22,2,1708,"INR",11381,322192.0
54024,2019-03-22,12,12407,"INR",23799,75258.0
54025,2019-03-25,1,1139,"INR",97980,522247.0
54026,2019-03-27,1,949,"INR",5115,522249.0
54027,2019-03-29,1,380,"INR",77893,578455.0
54028,2019-04-05,1,759,"INR",76483,558416.0
54029,2019-04-09,1,380,"INR",6775,212935.0
54030,2019-04-10,1,380,"INR",27432,557448.0
54031,2019-04-18,1,759,"INR",41422,523102.0
54032,2019-04-19,2,2282,"INR",78120,522255.0
54033,2019-04-24,2,2486,"INR",11594,336340.0
54034,2019-04-24,1,380,"INR",80113,256510.0
54035,2019-05-03,1,190,"INR",58088,476898.0
54036,2019-05-06,1,190,"INR",78383,328964.0
54037,2019-05-10,2,2486,"INR",56995,478951.0
54038,2019-05-10,1,380,"INR",81931,158363.0
54039,2019-05-20,1,380,"INR",36709,328962.0
54040,2019-05-22,1,190,"INR",66265,170351.0
54041,2019-05-31,1,569,"INR",50197,476776.0
54042,2019-06-05,1,190,"INR",17632,405277.0
54043,2019-06-13,3,4977,"INR",18119,46743.0
54044,2019-06-14,1,380,"INR",73587,571824.0
54045,2019-06-17,1,380,"INR",56793,568658.0
54046,2019-06-19,1,190,"INR",29146,537832.0
54047,2019-06-21,1,190,"INR",92649,266775.0
54048,2019-06-28,1,569,"INR",72202,394976.0
54049,2019-07-01,1,380,"INR",57920,522577.0
54050,2019-07-03,1,380,"INR",52799,522578.0
54051,2019-07-05,1,569,"INR",98755,527901.0
54052,2019-07-12,1,569,"INR",69348,524878.0
54053,2019-07-15,1,380,"INR",98303,114129.0
54054,2019-07-18,1,190,"INR",16035,75263.0
54055,2019-07-25,2,2486,"INR",52851,522580.0
54056,2019-07-26,1,949,"INR",94305,522581.0
54057,2019-07-29,1,190,"INR",17344,521252.0
54058,2019-07-31,1,190,"INR",80547,360871.0
54059,2019-08-02,1,190,"INR",16885,455606.0
54060,2019-08-06,1,949,"INR",27114,53008.0
54061,2019-08-09,1,759,"INR",516,89434.0
54062,2019-08-14,1,380,"INR",59193,11401.0
54063,2019-08-16,2,2486,"INR",47074,302685.0
54064,2019-08-16,1,190,"INR",83403,323388.0
54065,2019-08-22,1,380,"INR",20216,347571.0
54066,2019-08-23,1,190,"INR",35538,348661.0
54067,2019-08-26,1,1519,"INR",85022,440106.0
54068,2019-08-28,1,569,"INR",23872,571831.0
54069,2019-08-29,1,380,"INR",54925,52282.0
54070,2019-08-30,1,190,"INR",8293,462474.0
54071,2019-09-06,2,2486,"INR",73544,557552.0
54072,2019-09-06,1,380,"INR",4118,522232.0
54073,2019-09-09,2,2093,"INR",46093,382773.0
54074,2019-09-11,1,190,"INR",42799,316849.0
